"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","repayment_status_april","repayment_status_may","repayment_status_june","repayment_status_july","repayment_status_august","repayment_status_september","default_payment_next_month"
"17984",210000,1,1,1,42,1,1,1,1,1,1,0
"17985",1e+05,1,3,2,32,1,0,1,1,1,1,0
"17986",230000,1,1,1,33,1,1,1,1,1,1,1
"17987",240000,1,1,1,38,0,1,1,0,1,1,0
"17988",240000,1,3,2,36,1,1,1,1,1,1,0
"17989",50000,1,2,3,48,1,1,1,1,1,1,1
"17990",80000,1,2,1,46,1,1,1,1,1,1,0
"17991",50000,1,3,2,41,1,1,1,1,1,1,0
"17992",50000,1,2,1,36,1,1,1,1,1,1,0
"17993",440000,1,1,2,37,1,1,1,1,1,1,0
"17994",220000,1,3,2,42,1,1,1,1,1,1,0
"17995",70000,1,1,2,30,1,1,1,1,1,1,0
"17996",240000,1,1,2,32,1,1,1,0,0,0,0
"17997",360000,1,3,2,42,1,1,1,1,1,1,0
"17998",360000,1,1,2,32,0,1,0,1,1,1,0
"17999",80000,1,1,2,33,1,1,1,1,1,1,0
"18000",30000,1,2,2,36,1,1,1,1,1,1,1
"18001",160000,1,2,2,37,1,1,1,1,1,1,1
"18002",150000,1,2,2,39,1,1,1,1,1,1,1
"18003",1e+05,1,2,2,30,1,1,1,1,1,1,0
"18004",70000,1,2,2,33,1,1,1,1,1,1,0
"18005",3e+05,1,2,2,35,1,1,1,1,1,1,0
"18006",90000,1,2,1,39,1,1,1,1,1,1,1
"18007",8e+05,1,1,2,46,0,0,0,0,0,0,0
"18008",360000,1,2,2,40,1,1,1,1,1,1,0
"18009",90000,1,2,1,41,1,1,1,1,1,1,1
"18010",3e+05,1,3,2,43,1,1,1,1,1,1,1
"18011",30000,1,3,1,46,1,1,1,1,1,1,1
"18012",50000,1,2,2,37,1,1,1,1,1,1,0
"18013",110000,1,2,1,30,1,1,1,1,1,1,1
"18014",80000,1,1,2,37,1,1,1,1,1,1,0
"18015",140000,1,2,1,31,1,1,1,1,1,1,0
"18016",50000,1,2,1,44,1,1,1,1,1,1,0
"18017",20000,1,3,2,40,1,1,1,1,1,1,0
"18018",50000,1,3,2,46,1,1,1,1,1,1,0
"18019",50000,1,1,2,34,0,0,0,0,0,0,0
"18020",130000,1,2,1,48,1,1,1,1,1,1,1
"18021",90000,1,2,1,45,1,1,1,1,1,1,0
"18022",30000,1,3,1,44,0,0,0,0,0,1,0
"18023",50000,1,2,1,49,1,1,1,1,1,1,1
"18024",170000,1,1,1,39,0,0,0,1,0,0,0
"18025",290000,1,1,2,31,1,1,1,1,1,1,1
"18026",20000,1,3,1,47,1,1,1,1,1,1,0
"18027",180000,1,1,2,38,1,1,1,1,1,1,1
"18028",360000,1,1,1,35,0,0,0,0,0,0,0
"18029",20000,1,3,2,31,1,1,1,1,1,1,0
"18030",140000,1,2,2,33,1,1,1,1,1,1,0
"18031",90000,1,2,1,34,1,1,1,1,1,1,0
"18032",120000,1,2,1,40,1,1,1,1,1,1,0
"18033",160000,1,1,1,31,0,1,1,1,1,1,0
"18034",280000,1,2,1,32,1,1,1,1,1,1,1
"18035",5e+05,1,1,1,46,0,0,1,1,1,0,0
"18036",1e+05,1,2,2,38,1,1,1,1,1,1,1
"18037",160000,1,3,2,31,1,1,1,1,1,1,0
"18038",20000,1,2,1,42,1,1,1,1,1,1,0
"18039",4e+05,1,1,2,39,1,1,1,1,1,1,0
"18040",30000,1,2,1,45,1,1,1,1,1,1,0
"18041",50000,1,3,1,47,1,1,1,1,1,1,0
"18042",70000,1,2,2,40,0,1,1,1,1,1,0
"18043",110000,1,2,1,42,1,1,1,1,1,1,0
"18044",50000,1,2,2,44,1,1,1,1,1,1,0
"18045",170000,1,2,1,40,0,0,0,0,0,0,0
"18046",30000,1,1,1,33,0,1,1,1,1,1,0
"18047",50000,1,3,1,29,1,1,1,1,1,1,0
"18048",50000,1,2,2,30,0,0,0,0,1,1,1
"18049",90000,1,3,1,44,0,0,0,0,0,0,1
"18050",110000,1,2,1,40,1,1,1,1,1,1,0
"18051",240000,1,2,2,46,1,1,1,1,1,1,0
"18052",360000,1,3,1,42,0,0,0,0,0,0,0
"18053",290000,1,2,2,45,1,1,1,1,1,1,0
"18054",180000,1,1,1,39,0,0,0,0,1,1,0
"18055",180000,1,2,1,43,1,1,1,1,1,1,0
"18056",50000,1,2,2,43,1,1,1,1,1,1,0
"18057",5e+05,1,1,2,47,0,0,1,1,1,1,0
"18058",50000,1,2,1,35,1,1,1,1,1,1,1
"18059",50000,1,3,1,37,1,1,1,1,1,1,0
"18060",4e+05,1,1,2,32,1,1,1,1,1,1,0
"18061",240000,1,2,1,34,1,1,1,1,1,1,0
"18062",150000,1,2,1,31,1,1,1,1,1,1,0
"18063",50000,1,3,2,31,1,1,1,1,1,1,1
"18064",150000,1,1,1,34,0,1,1,0,0,0,0
"18065",50000,1,3,1,41,1,1,1,1,1,1,1
"18066",360000,1,1,2,40,1,0,1,1,0,1,0
"18067",1e+05,1,1,1,38,1,1,1,1,1,1,1
"18068",30000,1,2,2,44,1,1,1,1,1,1,0
"18069",260000,1,1,2,36,0,0,0,1,0,1,0
"18070",140000,1,2,1,29,1,1,1,1,1,1,0
"18071",30000,1,3,1,48,0,0,0,0,0,0,0
"18072",60000,1,2,2,36,1,1,1,1,1,1,1
"18073",10000,1,2,2,29,1,1,1,1,1,1,0
"18074",110000,1,3,2,34,1,1,1,1,1,1,1
"18075",40000,1,1,2,34,1,1,1,1,1,1,1
"18076",50000,1,3,1,47,1,1,1,1,1,1,1
"18077",50000,1,2,2,40,1,1,1,1,1,1,0
"18078",350000,1,2,2,32,1,1,1,1,1,1,1
"18079",450000,1,1,2,34,1,1,1,1,1,1,0
"18080",50000,1,2,2,42,1,1,1,1,1,1,0
"18081",170000,1,3,1,39,1,1,1,1,1,1,0
"18082",1e+05,1,2,1,41,1,1,1,1,1,1,0
"18083",140000,1,1,1,36,1,1,1,1,1,1,0
"18084",250000,1,1,2,29,1,0,0,1,1,1,0
"18085",130000,1,1,2,29,0,0,0,0,0,0,0
"18086",130000,1,2,2,33,0,0,1,1,1,1,0
"18087",360000,1,3,1,36,0,0,1,0,1,1,1
"18088",270000,1,2,1,39,0,0,1,1,1,1,0
"18089",140000,1,2,1,40,1,1,1,1,1,1,0
"18090",150000,1,2,2,32,1,1,1,1,1,1,0
"18091",2e+05,1,1,2,33,1,1,1,1,1,1,0
"18092",280000,1,1,1,34,1,1,1,1,1,1,0
"18093",80000,1,3,2,35,1,1,1,1,1,1,1
"18094",240000,1,3,2,40,1,1,1,1,1,1,0
"18095",20000,1,1,2,42,1,1,1,1,1,1,1
"18096",3e+05,1,1,1,38,1,1,1,1,1,1,0
"18097",250000,1,1,2,41,0,0,1,1,1,1,1
"18098",50000,1,1,2,49,1,1,1,1,1,1,1
"18099",50000,1,3,1,41,1,1,1,1,1,1,0
"18100",30000,1,2,2,39,1,1,1,1,1,1,1
"18101",240000,1,1,1,38,0,0,0,0,0,1,1
"18102",2e+05,1,2,1,40,1,1,1,1,1,1,1
"18103",50000,1,1,2,39,1,1,1,1,1,1,0
"18104",210000,1,1,2,38,1,0,0,0,0,0,0
"18105",280000,1,1,1,42,0,0,0,0,0,0,0
"18106",2e+05,1,3,2,33,1,1,1,1,1,1,0
"18107",3e+05,1,2,1,41,1,1,1,1,1,1,0
"18108",420000,1,1,2,36,0,0,0,1,1,1,0
"18109",350000,1,1,2,34,1,1,1,1,1,1,0
"18110",120000,1,3,1,43,1,1,1,1,1,1,1
"18111",110000,1,2,1,48,1,1,1,1,1,1,1
"18112",20000,1,1,2,31,0,0,0,0,1,0,0
"18113",1e+05,1,1,2,32,1,1,1,1,1,1,0
"18114",240000,1,1,1,36,0,0,0,0,0,0,1
"18115",130000,1,4,2,37,1,1,1,1,1,1,0
"18116",170000,1,1,2,48,1,1,1,0,0,1,0
"18117",60000,1,2,1,42,1,1,1,1,1,1,1
"18118",2e+05,1,3,1,42,1,1,1,1,1,1,0
"18119",210000,1,2,1,48,1,1,1,1,1,1,0
"18120",1e+05,1,2,2,35,1,1,1,1,1,1,0
"18121",380000,1,1,1,37,1,1,1,1,1,1,0
"18122",240000,1,1,2,38,0,1,0,1,0,1,0
"18123",150000,1,2,2,33,1,1,1,1,1,1,0
"18124",60000,1,2,2,35,1,1,1,1,1,1,0
"18125",350000,1,2,1,37,1,1,1,1,1,1,0
"18126",3e+05,1,1,1,33,0,0,1,0,1,1,0
"18127",160000,1,3,1,42,1,1,1,1,1,1,0
"18128",130000,1,1,2,37,1,1,1,1,1,1,0
"18129",50000,1,3,2,38,0,0,0,1,1,1,0
"18130",270000,1,2,1,40,1,1,1,1,1,1,1
"18131",90000,1,1,2,36,1,1,1,1,1,1,0
"18132",240000,1,1,1,37,1,1,1,1,1,0,0
"18133",450000,1,1,1,45,1,1,1,1,1,1,0
"18134",280000,1,1,2,36,1,0,1,1,1,1,1
"18135",270000,1,1,1,38,0,0,0,0,0,0,0
"18136",10000,1,3,2,46,1,1,1,1,1,1,1
"18137",50000,1,1,3,37,1,1,1,1,1,1,0
"18138",1e+05,1,1,1,33,1,1,1,1,1,1,0
"18139",190000,1,1,2,32,1,1,1,1,1,1,1
"18140",240000,1,1,2,33,1,1,1,1,1,1,0
"18141",220000,1,1,1,33,1,1,1,1,1,1,0
"18142",5e+05,1,1,1,42,1,1,0,0,1,1,0
"18143",3e+05,1,1,2,32,1,1,1,1,1,1,1
"18144",5e+05,1,1,2,30,1,1,1,1,1,1,0
"18145",2e+05,1,1,2,30,0,1,1,1,1,1,0
"18146",260000,1,2,2,31,0,1,1,1,1,1,0
"18147",160000,1,3,2,31,1,1,1,1,1,1,0
"18148",340000,1,1,2,31,1,1,1,1,1,1,0
"18149",5e+05,1,1,2,32,1,1,1,1,1,1,0
"18150",310000,1,1,1,32,1,1,1,1,1,1,0
"18151",360000,1,2,1,30,0,0,0,0,0,0,0
"18152",110000,1,1,1,36,1,1,1,1,1,1,1
"18153",390000,1,1,1,36,0,0,0,1,1,1,0
"18154",140000,1,1,2,31,0,0,1,0,1,1,0
"18155",30000,1,3,2,32,1,1,1,1,1,1,0
"18156",2e+05,1,1,2,33,0,0,0,0,0,0,0
"18157",110000,1,1,2,40,1,1,1,1,1,1,0
"18158",20000,1,1,1,35,0,1,1,1,1,1,1
"18159",210000,1,2,1,41,1,1,1,1,1,1,1
"18160",380000,1,2,1,42,0,1,1,1,1,0,0
"18161",70000,1,1,1,42,0,0,0,1,1,1,0
"18162",20000,1,2,2,32,1,1,1,1,1,1,0
"18163",260000,1,1,2,32,1,1,1,1,1,1,0
"18164",2e+05,1,1,1,46,1,1,1,1,1,1,0
"18165",190000,1,2,2,36,1,1,1,1,1,1,1
"18166",50000,1,2,2,42,1,1,1,1,1,1,0
"18167",20000,1,2,2,35,1,1,1,1,1,1,0
"18168",4e+05,1,1,1,49,0,1,1,1,0,0,0
"18169",280000,1,2,1,49,1,1,1,1,1,1,0
"18170",60000,1,3,1,38,1,1,1,1,1,1,1
"18171",250000,1,1,1,47,0,0,0,0,0,0,0
"18172",4e+05,1,1,2,41,1,1,1,1,1,1,0
"18173",180000,1,2,1,46,1,1,1,1,1,1,0
"18174",50000,1,2,1,45,0,0,0,1,1,1,0
"18175",220000,1,2,2,39,1,1,1,1,1,1,0
"18176",50000,1,2,1,35,1,1,1,1,1,1,0
"18177",20000,1,3,2,61,0,0,1,0,0,1,0
"18178",1e+05,1,2,1,44,0,1,1,1,1,1,0
"18179",5e+05,1,1,1,44,1,1,1,1,1,1,0
"18180",120000,1,2,2,38,1,1,1,1,1,1,0
"18181",360000,1,1,1,37,1,1,1,1,1,0,0
"18182",440000,1,2,1,48,1,1,1,1,1,1,0
"18183",240000,1,2,2,30,0,0,1,0,1,1,0
"18184",2e+05,1,1,1,45,1,1,1,1,1,1,0
"18185",50000,1,2,1,46,0,0,0,0,0,1,0
"18186",260000,1,2,1,44,1,1,1,1,1,1,1
"18187",3e+05,1,2,1,35,1,1,1,1,1,1,1
"18188",130000,1,2,1,37,0,0,0,0,1,0,0
"18189",50000,1,2,2,48,1,1,1,1,1,1,1
"18190",20000,1,3,2,36,1,0,1,1,1,1,0
"18191",20000,1,1,1,36,1,1,1,1,1,1,0
"18192",50000,1,3,1,45,1,1,1,1,1,1,0
"18193",70000,1,2,2,39,1,1,1,1,1,1,1
"18194",70000,1,2,1,45,1,1,1,1,1,1,0
"18195",450000,1,3,2,38,1,1,1,1,1,1,0
"18196",70000,1,2,1,40,1,1,1,1,1,1,0
"18197",120000,1,2,2,45,1,1,1,1,1,1,0
"18198",80000,1,2,2,33,1,1,0,1,1,1,0
"18199",20000,1,2,2,40,1,1,1,1,1,1,1
"18200",230000,1,2,1,42,1,1,1,1,1,1,0
"18201",480000,1,1,2,49,1,1,1,1,1,1,0
"18202",490000,1,1,1,42,1,1,1,1,1,1,0
"18203",310000,1,2,1,42,1,1,1,1,1,1,0
"18204",1e+05,1,1,2,33,1,1,1,1,1,1,0
"18205",260000,1,1,2,39,1,1,1,1,1,1,0
"18206",360000,1,1,1,43,1,1,1,1,0,0,0
"18207",5e+05,1,1,2,48,1,1,1,1,1,1,0
"18208",160000,1,1,2,34,0,0,1,1,1,0,0
"18209",360000,1,3,2,34,1,1,1,1,1,1,0
"18210",320000,1,2,1,36,1,1,1,1,1,1,0
"18211",210000,1,2,1,42,1,0,0,0,0,0,0
"18212",140000,1,1,1,41,1,1,1,1,1,1,0
"18213",20000,1,2,2,39,1,1,1,1,1,1,1
"18214",3e+05,1,1,3,50,1,1,1,1,1,1,1
"18215",130000,1,2,1,50,1,1,1,1,1,1,0
"18216",2e+05,1,3,1,50,1,1,1,1,1,1,0
"18217",120000,1,2,2,51,1,1,1,1,1,1,1
"18218",50000,1,2,3,52,1,1,1,1,1,1,0
"18219",180000,1,1,1,51,1,1,1,1,1,1,0
"18220",230000,1,1,1,53,0,0,0,0,0,0,1
"18221",10000,1,3,1,50,1,1,1,1,1,1,0
"18222",20000,1,2,1,49,1,1,1,1,1,1,1
"18223",2e+05,1,2,2,48,1,1,1,1,1,1,0
"18224",360000,1,2,1,49,1,1,1,1,1,1,0
"18225",210000,1,2,1,53,1,1,1,1,1,1,0
"18226",80000,1,2,1,53,1,1,1,1,1,1,1
"18227",60000,1,2,2,51,1,1,1,1,1,1,0
"18228",1e+05,1,3,1,56,1,1,1,1,1,1,0
"18229",20000,1,3,1,62,1,1,1,1,1,1,0
"18230",50000,1,2,1,54,1,1,1,1,1,1,1
"18231",3e+05,1,3,1,56,1,1,1,1,1,1,0
"18232",140000,1,3,1,50,1,1,1,1,1,1,0
"18233",120000,1,3,1,59,0,0,1,1,1,1,0
"18234",4e+05,1,3,1,57,1,1,1,1,1,1,0
"18235",50000,1,3,2,58,1,1,1,1,1,1,0
"18236",90000,1,1,1,56,1,1,1,1,1,1,0
"18237",60000,1,2,1,57,1,1,1,1,1,1,0
"18238",260000,1,1,1,51,1,1,1,1,1,1,0
"18239",80000,1,3,1,52,0,1,1,1,1,1,0
"18240",160000,1,2,1,55,1,1,1,1,1,1,0
"18241",10000,1,3,2,51,0,1,1,1,1,1,0
"18242",190000,1,2,1,50,1,1,1,1,1,1,1
"18243",160000,1,1,1,51,1,1,1,1,1,1,0
"18244",20000,1,3,2,49,1,1,1,1,1,1,0
"18245",3e+05,1,3,1,57,1,1,1,1,1,0,0
"18246",440000,1,1,1,79,1,1,1,1,1,1,0
"18247",50000,1,3,1,54,1,1,1,1,1,1,0
"18248",350000,1,1,1,50,1,1,1,1,1,1,0
"18249",60000,1,3,1,50,1,1,1,1,1,1,0
"18250",50000,1,2,1,47,1,1,1,1,1,1,1
"18251",30000,1,2,2,52,1,1,1,1,1,1,1
"18252",150000,1,1,2,52,1,1,1,1,1,1,0
"18253",1e+05,1,1,1,60,0,1,1,1,1,1,1
"18254",350000,1,1,1,55,1,1,1,1,1,1,0
"18255",80000,1,2,1,52,1,1,1,1,1,1,0
"18256",80000,1,3,1,55,1,1,1,1,1,1,0
"18257",10000,1,3,1,54,1,1,1,1,1,1,1
"18258",210000,1,2,1,66,0,1,1,1,0,1,1
"18259",5e+05,1,1,1,62,0,0,0,0,0,0,0
"18260",20000,1,2,1,61,1,1,1,1,1,1,1
"18261",330000,1,1,2,54,1,1,1,1,1,1,0
"18262",250000,1,1,1,58,0,1,1,1,1,1,0
"18263",420000,1,1,1,54,1,1,1,1,1,1,0
"18264",90000,1,2,1,53,1,1,1,1,1,1,1
"18265",180000,1,3,2,52,1,1,1,1,1,1,0
"18266",50000,1,3,1,51,1,1,1,1,1,1,0
"18267",2e+05,1,2,1,53,1,0,0,0,1,0,1
"18268",1e+05,1,1,1,63,1,1,1,1,1,1,0
"18269",150000,1,1,1,55,0,1,1,1,0,0,0
"18270",360000,1,1,1,62,1,0,1,1,1,1,0
"18271",50000,1,2,2,57,1,1,1,1,1,1,0
"18272",30000,1,2,3,58,1,1,1,1,1,1,0
"18273",330000,1,3,1,56,1,1,1,1,1,1,0
"18274",70000,1,2,3,47,1,1,1,1,1,1,1
"18275",420000,1,1,1,51,1,1,1,1,1,1,0
"18276",130000,1,1,1,51,1,1,1,1,1,1,0
"18277",2e+05,1,2,1,55,1,1,1,1,1,1,0
"18278",180000,1,3,1,58,1,1,1,1,1,1,1
"18279",170000,1,2,1,59,1,1,1,1,1,1,1
"18280",190000,1,1,1,54,1,1,1,1,1,1,0
"18281",2e+05,1,1,1,54,1,1,1,1,1,1,0
"18282",30000,1,3,1,54,1,1,1,1,1,1,1
"18283",460000,1,2,1,55,1,1,1,1,1,1,0
"18284",190000,1,1,1,54,1,1,1,1,1,1,0
"18285",10000,1,2,2,54,1,1,1,1,1,1,0
"18286",90000,1,2,1,57,1,1,1,1,1,1,0
"18287",440000,1,1,1,54,0,0,1,0,0,1,0
"18288",480000,1,2,1,58,1,1,1,1,1,1,0
"18289",360000,1,3,1,56,1,1,1,1,1,1,0
"18290",5e+05,1,1,1,69,0,1,1,1,1,1,0
"18291",30000,2,3,1,28,1,1,1,1,1,1,0
"18292",80000,2,3,1,33,0,0,0,0,0,0,1
"18293",2e+05,1,2,1,66,1,1,1,1,1,1,1
"18294",350000,1,1,1,57,0,0,0,1,0,1,0
"18295",150000,1,2,1,55,0,1,1,1,1,1,0
"18296",360000,1,3,2,54,0,0,0,0,0,0,1
"18297",20000,2,3,1,31,1,1,1,1,1,1,1
"18298",310000,2,2,1,47,1,1,1,1,1,1,0
"18299",2e+05,2,1,2,31,0,1,1,0,0,1,0
"18300",210000,2,3,1,40,1,1,1,1,1,1,0
"18301",30000,2,3,1,47,1,1,1,1,1,1,0
"18302",110000,2,1,2,31,0,0,0,0,0,0,0
"18303",50000,2,3,2,27,1,0,1,1,1,1,0
"18304",50000,2,1,2,26,0,0,0,0,0,1,1
"18305",50000,2,2,1,33,1,1,1,1,1,1,0
"18306",20000,2,1,2,23,1,1,1,1,1,1,0
"18307",230000,2,3,3,30,0,1,1,1,1,1,0
"18308",80000,2,2,2,32,1,1,1,1,1,1,0
"18309",150000,2,2,1,53,1,1,1,0,1,1,0
"18310",240000,2,2,1,28,0,0,0,0,1,1,0
"18311",450000,2,1,1,36,0,1,0,0,0,0,0
"18312",180000,2,2,2,24,0,0,0,0,0,0,1
"18313",30000,2,2,2,22,1,1,1,1,1,1,0
"18314",50000,2,2,1,22,1,1,1,1,1,1,1
"18315",20000,2,2,1,31,1,1,1,1,1,1,0
"18316",150000,2,2,2,25,0,0,0,0,0,0,0
"18317",20000,2,2,1,29,1,1,1,1,1,1,1
"18318",40000,2,2,1,25,1,1,1,1,1,1,1
"18319",180000,2,2,1,30,1,1,1,1,1,1,0
"18320",80000,2,2,2,29,1,1,1,1,1,1,0
"18321",50000,2,2,2,24,1,1,1,1,1,1,0
"18322",480000,2,1,2,32,0,1,1,1,1,1,0
"18323",20000,2,1,2,23,1,1,1,1,1,1,0
"18324",150000,2,1,2,24,0,0,0,0,1,1,0
"18325",20000,2,2,2,22,0,1,1,1,1,1,0
"18326",360000,2,1,2,29,0,0,0,0,0,0,0
"18327",2e+05,2,1,2,33,1,1,1,1,1,1,1
"18328",20000,2,1,2,28,1,1,1,1,1,1,0
"18329",50000,2,2,2,23,1,1,1,1,1,1,0
"18330",70000,2,2,2,23,1,1,1,1,1,1,1
"18331",120000,2,2,2,23,1,1,1,1,1,1,0
"18332",50000,2,3,1,46,1,1,1,1,1,1,0
"18333",310000,2,1,1,36,1,1,1,1,1,1,0
"18334",60000,2,2,2,24,1,1,1,1,1,1,0
"18335",20000,2,1,2,22,1,1,1,1,1,1,0
"18336",20000,2,2,2,22,1,1,1,1,1,1,1
"18337",50000,2,1,2,22,0,0,0,0,0,0,1
"18338",80000,2,2,2,22,1,1,1,1,1,1,0
"18339",20000,2,2,2,22,1,1,1,1,1,1,0
"18340",20000,2,4,2,22,0,0,1,1,1,1,1
"18341",10000,2,1,1,23,1,1,1,1,1,1,0
"18342",20000,2,2,1,21,1,1,1,1,1,1,0
"18343",20000,2,2,2,21,1,1,1,1,1,1,0
"18344",30000,2,2,2,22,1,1,1,1,1,1,0
"18345",20000,2,1,2,21,1,1,1,1,1,1,0
"18346",20000,2,1,2,22,1,1,1,1,0,1,0
"18347",20000,2,2,2,22,1,1,1,1,1,1,0
"18348",50000,2,2,2,22,1,1,1,1,1,1,0
"18349",50000,2,1,2,23,1,1,1,1,1,1,0
"18350",50000,2,3,2,23,1,1,1,1,1,1,1
"18351",20000,2,2,2,22,0,0,1,1,1,1,1
"18352",20000,2,2,2,22,1,1,1,1,1,1,1
"18353",80000,2,1,2,23,0,0,0,0,0,0,0
"18354",80000,2,2,2,23,1,1,1,1,1,1,0
"18355",130000,2,2,2,23,0,0,0,0,0,1,0
"18356",2e+05,2,1,2,24,1,0,0,0,0,0,0
"18357",50000,2,1,2,24,0,0,0,1,1,1,0
"18358",20000,2,1,2,22,1,1,1,1,1,1,0
"18359",20000,2,2,2,22,1,1,1,1,1,1,1
"18360",50000,2,2,2,22,1,1,1,1,1,1,1
"18361",60000,2,2,2,23,1,1,1,1,1,1,0
"18362",130000,2,2,2,22,0,0,0,1,0,0,0
"18363",80000,2,2,2,22,0,0,0,1,0,1,1
"18364",170000,2,2,2,34,1,1,1,1,1,1,0
"18365",90000,2,1,2,23,1,1,1,1,1,1,0
"18366",20000,2,2,1,23,1,1,1,1,1,1,0
"18367",20000,2,1,2,23,0,1,1,0,0,1,0
"18368",80000,2,2,2,23,0,0,1,1,1,1,0
"18369",30000,2,2,2,22,1,1,1,1,1,1,1
"18370",30000,2,1,2,22,1,1,1,1,1,1,0
"18371",30000,2,3,1,23,1,1,1,1,1,1,1
"18372",150000,2,2,2,23,1,1,1,1,1,1,0
"18373",50000,2,1,2,23,1,0,1,1,1,1,1
"18374",80000,2,2,2,23,1,1,1,1,1,0,0
"18375",30000,2,1,2,23,1,1,1,1,1,1,1
"18376",60000,2,1,2,23,1,1,1,1,1,1,1
"18377",1e+05,2,2,2,23,1,1,1,1,1,1,0
"18378",140000,2,1,2,23,1,1,1,1,1,1,0
"18379",140000,2,1,2,23,0,1,0,0,0,1,0
"18380",70000,2,4,1,23,1,1,1,1,1,1,0
"18381",70000,2,2,2,22,1,1,1,1,1,1,0
"18382",30000,2,2,1,28,1,1,1,1,1,1,1
"18383",50000,2,3,2,22,1,1,1,1,1,1,1
"18384",50000,2,2,2,22,1,1,1,1,1,1,1
"18385",30000,2,3,1,22,1,1,1,1,1,1,0
"18386",30000,2,3,2,23,1,1,1,1,1,1,1
"18387",30000,2,1,2,24,0,0,0,0,0,0,0
"18388",20000,2,1,2,25,1,1,1,1,1,1,0
"18389",60000,2,4,2,23,1,1,1,1,1,1,0
"18390",2e+05,2,1,2,23,1,1,1,1,1,1,0
"18391",80000,2,1,2,23,1,1,0,0,0,0,1
"18392",170000,2,1,2,23,1,1,1,1,1,1,0
"18393",230000,2,2,2,24,1,1,1,1,1,0,1
"18394",90000,2,1,2,24,1,1,1,1,1,1,1
"18395",290000,2,2,2,24,1,1,1,1,1,1,1
"18396",60000,2,2,2,24,1,1,1,1,1,1,0
"18397",20000,2,1,2,24,1,1,1,1,1,1,1
"18398",50000,2,2,1,23,1,1,1,1,1,1,0
"18399",210000,2,2,2,23,0,1,1,1,1,1,0
"18400",290000,2,2,2,29,1,1,1,1,1,1,0
"18401",90000,2,2,2,23,1,1,1,1,1,1,0
"18402",50000,2,2,2,23,1,1,1,1,1,1,0
"18403",50000,2,2,2,23,1,1,1,1,1,1,0
"18404",20000,2,3,2,24,0,1,1,1,1,1,0
"18405",360000,2,2,2,23,0,0,1,1,0,1,0
"18406",230000,2,1,2,23,1,1,1,1,1,1,0
"18407",30000,2,1,2,24,0,1,1,1,1,1,0
"18408",30000,2,1,2,23,1,1,1,1,1,1,0
"18409",70000,2,2,2,23,1,1,1,1,1,1,0
"18410",20000,2,2,2,25,0,0,1,1,1,1,1
"18411",80000,2,2,2,25,0,0,0,0,0,1,0
"18412",80000,2,2,2,24,1,1,1,1,1,1,0
"18413",50000,2,2,2,25,1,1,1,1,1,1,0
"18414",30000,2,4,2,22,1,1,1,1,1,1,0
"18415",30000,2,1,2,22,0,1,1,1,1,1,0
"18416",70000,2,2,2,22,1,1,1,1,1,1,0
"18417",30000,2,2,2,24,1,1,1,1,1,1,0
"18418",110000,2,2,1,24,1,1,1,1,1,1,0
"18419",160000,2,2,2,24,1,1,1,1,1,1,0
"18420",30000,2,2,2,22,1,1,1,1,1,1,1
"18421",40000,2,2,2,24,1,1,1,1,1,1,1
"18422",160000,2,2,2,25,0,0,0,0,0,0,1
"18423",50000,2,2,2,23,1,1,1,1,1,1,1
"18424",160000,2,1,2,23,0,0,1,1,1,1,1
"18425",30000,2,2,2,22,0,0,1,1,1,1,0
"18426",70000,2,2,2,23,1,1,1,1,1,1,0
"18427",150000,2,2,1,24,0,1,1,1,1,1,0
"18428",50000,2,2,1,24,1,1,1,1,1,1,0
"18429",80000,2,1,1,24,1,1,1,1,1,1,0
"18430",50000,2,2,2,24,1,1,1,1,1,1,1
"18431",50000,2,2,2,24,1,1,1,1,1,1,0
"18432",30000,2,3,1,25,1,1,1,1,1,1,0
"18433",250000,2,3,1,27,1,1,1,1,1,1,0
"18434",70000,2,1,1,23,0,0,0,0,0,1,0
"18435",150000,2,2,2,23,1,1,1,1,1,1,0
"18436",320000,2,1,2,25,1,1,1,1,1,1,0
"18437",80000,2,4,2,25,0,0,1,1,1,1,0
"18438",30000,2,3,2,26,1,1,1,1,1,1,1
"18439",50000,2,1,2,23,0,0,1,1,1,1,0
"18440",30000,2,3,2,23,1,1,1,1,1,1,0
"18441",20000,2,2,2,23,0,0,0,0,1,1,0
"18442",2e+05,2,2,1,25,1,1,1,1,1,1,1
"18443",20000,2,2,2,22,1,1,1,1,1,1,1
"18444",1e+05,2,2,2,24,1,1,1,1,1,1,1
"18445",20000,2,1,2,26,1,1,1,1,1,1,1
"18446",130000,2,2,2,24,1,1,1,1,1,1,0
"18447",50000,2,4,2,24,1,1,1,1,1,1,0
"18448",2e+05,2,4,1,25,1,1,1,1,1,1,1
"18449",20000,2,2,1,25,0,0,0,0,0,0,1
"18450",20000,2,2,1,26,1,1,1,1,1,1,0
"18451",1e+05,2,1,2,26,0,0,0,1,1,1,0
"18452",170000,2,2,2,24,1,1,1,1,1,1,0
"18453",80000,2,1,2,22,1,1,1,1,1,1,0
"18454",130000,2,1,2,26,0,0,0,0,1,1,1
"18455",50000,2,3,1,26,1,1,1,1,1,1,1
"18456",280000,2,2,2,26,1,1,1,1,1,1,0
"18457",130000,2,2,2,27,1,1,1,1,1,1,0
"18458",150000,2,2,1,27,0,0,0,0,0,0,0
